,name,latitude,longitude,free_bikes
95,Octave Gréard - Tour Eiffel,48.856502977696,2.2931787543289,29
96,Château - République,48.862923800596,2.4155035614967,3
97,Chartres - La Charbonnière,48.8847601,2.3534657,2
98,Lisbonne - Monceau,48.87745567681383,2.309694221419506,4
99,Moncey - Blanche,48.88006587474148,2.3310810327529907,7
100,Rochechouart lamartine,48.876719895109,2.344393021853951,5
101,Jemmapes - Ecluses Saint-Martin,48.87748519186726,2.3660067468881607,6
102,Thionville - Ourcq,48.88917613743794,2.3833653330802917,0
103,Gare du Nord - Hôpital Lariboisière,48.881949,2.352339,12
104,Legendre - Clichy,48.88896161855884,2.322528975094376,3
105,Quai de la Seine,48.884492238407525,2.3703941702842717,2
106,Cité Riverin - Château d'Eau,48.870702423554306,2.358739863900845,6
107,Mutualité,48.848225572724,2.3502873256803,25
108,Rossini - Laffitte,48.87334627510507,2.337980867701675,10
109,Pyrénées - Emmery,48.872010281270974,2.392039597034455,1
110,Diderot - Reuilly,48.847208456061,2.3861273378134,37
111,Saint-Ambroise - Parmentier,48.862147844548,2.3772348091006,6
112,Belidor - Gouvion-Saint-Cyr,48.88022154052015,2.2854680567979813,18
113,Place Balard,48.836395736424,2.2784192115068,21
114,Place de Rhin et Danube,48.88192765861766,2.392586767673493,3
115,Roquette - Thiéré,48.85507930579506,2.3733686318721463,15
116,Berri - Haussmann,48.874746047357135,2.3082953318953514,5
117,Saint-Maur - Roquette,48.858688774062955,2.383553994571467,10
118,11 Novembre 1918 - 8 Mai 1945,48.80889533774377,2.5382421165704727,9
119,Place Du Général De Gaulle,48.8687591,2.4329931,0
120,Exelmans - Versailles,48.84097491091973,2.264390252530575,19
121,Pereire - Rennequin,48.88364782887555,2.2952447086572647,5
122,Port-Royal - Hôpital du Val-de-Grâce,48.837668272811,2.3448138346607,8
123,Claude Decaen - Cannebière,48.83761417037952,2.397253782195704,13
124,Gare d'Austerlitz,48.842524,2.364044,10
125,Desaix - Edgar Faure,48.852804604940296,2.293077029857222,7
126,Delphine Seyrig - Général Leclerc,48.893923963057865,2.39790290594101,4
127,Panthéon - Valette,48.84702057165222,2.3464982619671075,15
128,Cimetière de Montrouge,48.822009,2.322188699,3
129,Square Simon Bolivar,48.8750898883217,2.3826304078102116,4
130,Récollets - Square Villemin,48.875034655883944,2.359801238597928,2
131,Amelot - Saint-Sébastien,48.86114216276092,2.367799618107727,19
132,Saint-François-Xavier,48.85154484769,2.3146149516106,35
133,Place Marcel Cachin,48.81411442356866,2.39090770483017,20
134,Pyramide - Ecole du Breuil ,48.82237977153955,2.4586871266365056,17
135,Liège - Moscou,48.8795431,2.3264628,4
136,Mairie de Montreuil,48.86131452758348,2.440614402294159,9
137,Richard Lenoir - Republique,48.8667175,2.3692541,19
138,Fabre d'Eglantine - Place de la Nation,48.8471116,2.3956204,14
139,Cimetière de Montmartre,48.886472466141925,2.3328901827335358,2
140,Marne - Germain Dardan,48.81154270401601,2.303070724010468,4
141,Bagnolet - Orteaux,48.85708641027236,2.3984125256538396,1
142,Anatole France - President Roosevelt,48.9155156,2.3814103,15
143,Henry Farman,48.83372430280548,2.2713854536414146,14
144,Jourdain - Place des Grandes Rigoles,48.87403113727167,2.38959476351738,0
145,Rocher - Laborde,48.87590240712654,2.322616316378116,7
146,Fontenay - Libération,48.84780306364685,2.445141971111298,1
147,Grands Moulins de Pantin,48.89738369720229,2.3959985375404362,11
148,Gambetta - Saint Fargeau,48.871244610447015,2.4039056897163396,1
149,Cimetière de Fontenay-sous-Bois,48.84706173362218,2.4787822365760808,1
150,Gabriel Péri - Francisco Ferrer,48.88633710236977,2.407338917255402,8
151,Place de la Reine Astrid,48.86492098253841,2.302549182385926,29
152,Lucie Aubrac - Fort,48.818144834008976,2.271184623241425,2
153,Pajol - Place Herbert,48.8927825,2.3635598,14
154,Fédération - Suffren,48.852828153442346,2.2978776320815086,15
155,Hôpital Européen Georges Pompidou ,48.83769531916335,2.275374233722687,63
156,Concorde - Stalingrad,48.7985844,2.3821302,7
157,Carducci - Place Hannah Arendt,48.877436681515796,2.3860743641853337,1
158,Saint-Jacques - Val de Grâce,48.8417514,2.3413893,8
159,Manin - Carrières d'Amérique,48.88467214209463,2.3919698596000676,4
160,Victor Hugo - Jeanne Jugan,48.843949064031825,2.415081394834419,5
161,Porte de Vanves,48.828012849445,2.3056878894567,10
162,Place de la République - Voltaire,48.866830968942,2.3654810339212,14
163,Conservatoire de Musique,48.77093586667601,2.4034014344215398,16
164,Gare de l'Est - Fidélité,48.874575,2.356796,3
165,Championnet - Vauvenargues,48.89401874744574,2.3319872841238976,4
166,Buisson Saint-Louis - Saint-Maur,48.87174684930295,2.3722528328789854,7
167,Place Albert Kahn,48.8957969797804,2.345585584134864,1
168,Gare du Nord - Denain,48.879595787608,2.3544725775719,3
169,Lecourbe - Jean Maridor,48.83796366147599,2.2877392172813416,7
170,Grenelle - Violet,48.84993035512154,2.294612042605877,31
171,Repos - Cimetière du Père Lachaise,48.859358523593,2.3896131366845,1
172,Mouton Duvernet - Général Leclerc,48.831632518292565,2.3293121159076686,4
173,Enghien - Faubourg Poissonnière,48.872420063053,2.3483952362828,7
174,Place Robert Guillemard,48.836191728066666,2.2811267160086417,11
175,Raspail - Chomel,48.852233164303094,2.3266580700874333,37
176,Marc Sangnier - Porte de Vanves,48.825218683556734,2.3107116669416428,3
177,Etienne Jodelle - Saint Ouen,48.88794016394694,2.326124420314341,0
178,Marcelin Berthelot,48.8415473058801,2.233161628246308,18
179,Guy Môquet - Etienne Dolet,48.81527009991819,2.298078276995073,1
180,Jean Jaurès - Presles,48.90713441498779,2.396005728053061,10
181,Boissière - Etienne Dolet,48.876111,2.4677312,1
182,Edouard Tremblay - Julian Grimaux,48.781383825117,2.3723508417606,15
183,Bertie Albrecht - Hoche,48.87614039826388,2.301303138307601,1
184,Sibelle - Alésia,48.826701758539215,2.3384983465075493,6
185,Hôtel de Ville de Boulogne Billancourt,48.83495885166784,2.2416803240776066,26
186,Cevennes - Bergers,48.84240765130395,2.281037718057633,15
187,Molière - République,48.81111581390707,2.3145738624448158,2
188,Chevaleret - Tolbiac,48.82941,2.375934,19
189,Hoche - Jean Lolive,48.89110239200789,2.402843534946442,3
190,David Weill - Parc Montsouris,48.821092374256104,2.333725690841675,1
191,Hôtel de Ville de Nanterre,48.892371898250424,2.205548956990242,35
192,Marcadet - Barbès,48.89045112096476,2.349057392968696,3
193,Vaneau - Sèvres,48.84856323305935,2.3204218259345537,10
194,Jean Jaurès - Salvador Allende,48.821475594736775,2.3026576638221745,2
195,François Debergue - Croix de Chavaux,48.857421708072074,2.437578141689301,6
196,Nationale - Place Jules Guesde,48.82753962462998,2.2416052222251897,13
197,Gabriel Péri - Danielle Casanova,48.790114,2.4025777,17
198,Route de la Muette - Porte de Neuilly,48.8798926,2.2587671,43
199,Carnot - Pâquerettes,48.79592939432515,2.4261841177940373,19
200,Tertres - Fontaine,48.787553654715644,2.306235730648041,1
201,Gare Rer de Fontenay sous Bois,48.8436279,2.4630465,7
202,Raspail - Manufacture des Oeillets,48.8094458,2.3903009,2
203,Lucie Aubrac - Franklin,48.86223916006812,2.4435862898826604,10
204,Place de l'Eglise - Vitry-sur-Seine,48.791922819921815,2.395057752728462,26
205,Noisy le Sec - Jean-Baptiste Clément,48.87451538963655,2.415283620357514,1
206,Marcelle - Thalie,48.8835462,2.4137883,3
207,Henri Ste-Claire Déville - Paul Héroult,48.892663,2.172411,18
208,Louis Lumière - Porte de Bagnolet,48.86431136000005,2.4105210229754443,3
209,Paris - Emile Zola,48.854898095789295,2.4186685681343083,14
210,Victor Hugo - Galliéni,48.83802015441127,2.2460845112800603,5
211,Victoire - Chaussée d'Antin,48.875065791004396,2.3316738009452824,12
212,Proudhon - Président Wilson,48.906442763495,2.3584905266762,0
213,Square Georges Melies,48.84070239213081,2.409667745232582,10
214,Galilée - Kléber,48.86741186571367,2.290781380114821,4
215,Richard Lenoir - Jean-Pierre Timbaud,48.86580427668637,2.369337074966926,10
216,Legendre - Dulong,48.885325169402904,2.316423766314984,2
217,Bosquet - Saint-Dominique,48.85865170952645,2.303716580234576,17
218,Place de la Porte de Champerret,48.88561741628322,2.290781411279206,0
219,Chemin Vert - Saint-Maur,48.86112461407359,2.381299026310444,12
220,Quai Panhard et Levassor,48.82837482809675,2.384273745805574,23
221,Square du Théâtre du Garde-Chasse,48.881287375060616,2.420119643211365,7
222,Botzaris - Parc des Buttes Chaumont,48.877951,2.381464,2
223,Faubourg Montmartre - La Fayette,48.87525454905335,2.340853661298752,23
224,Joseph Liouville - Croix Nivert,48.844835471244416,2.297508493065834,13
225,Place Madeleine Daniélou,48.883498,2.282015,8
226,Estrapade - Ulm,48.84512772828039,2.3454568170361734,10
227,Parmentier - République ,48.8644954,2.3750124,17
228,Lieutenant Chauré - Etienne Marey,48.86746195408435,2.405970990657807,1
229,Cujas - Saint-Michel,48.848191348584,2.341831654854,11
230,Flandre - Alphonse Karr,48.89465,2.381868,7
231,Gare de Clamart,48.81383535598703,2.272278964519501,3
232,Larmeroux - Baudelaire,48.816939911292,2.2809894804846,3
233,Jean-François Lépine - Stephenson,48.88611466796807,2.356855627529275,3
234,Messine - Place Du Pérou,48.875448033960744,2.315508019010038,6
235,Beffroy,48.886591074487995,2.261394560337067,14
236,Molitor - Chardon-Lagache,48.84520880183234,2.2656840831041336,9
237,Général De Gaulle - Alouette,48.839109,2.4175664,6
238,Abbé Carton - Plantes,48.827673823165846,2.320918142795563,0
239,Marie-Georges Picquart - Pereire,48.88863669349711,2.3111706599593163,3
240,Sablons - Georges Mandel,48.863875,2.28189,6
241,Gare RER de Vincennes,48.847563015126106,2.433383166790009,25
242,Villette - Belleville,48.8726877314,2.376461327076,10
243,Théophile Gautier - François Millet,48.85034821320644,2.273029983043671,21
244,Edouard Vaillant - Galliéni,48.858462881661,2.4147954583168,0
245,Marché Secrétan,48.88125496379482,2.373463287949562,1
246,Porte Maillot - Pereire,48.877775,2.284444,0
247,Quai de l'Aisne - Général Leclerc,48.895713,2.400571,7
248,Mairie du 11ème,48.858925,2.3789759,23
249,Auguste Cain - Jean Moulin,48.82577028927573,2.3210415244102482,0
250,Volontaire - Lecourbe,48.8435137879902,2.3065522313117985,17
251,Lakanal - Commerce,48.84442462786544,2.294059172272682,42
252,Miromesnil - La Boétie,48.87372241291653,2.315848097205162,20
253,Marseille - Beaurepaire,48.871624306962985,2.3639265082738348,6
254,Mathurins - Auber,48.872988840744,2.3294984212276,20
255,Saint-Germain - Thenard,48.850571,2.3471015,22
256,Square d'Anvers,48.882633484311,2.3448844062122,1
257,Arago - Glacière,48.83486054775774,2.3445770524322067,6
258,Mairie d'Ivry-sur-Seine,48.81057120969284,2.3842826485633855,27
259,Parc Georges Brassens - Brancion,48.83227829269761,2.3022570088505745,0
260,Parmentier - Abel Rabaud,48.86921273836114,2.371688821240712,10
261,Place Paul Eluard,48.7672039733195,2.4144977331161503,13
262,Exelmans - Michel-Ange,48.84309486651855,2.2597770800669053,4
263,Pierret - Madrid,48.882976576876565,2.260125767248034,26
264,Reims - Raymond Pitet,48.8888,2.296319,12
265,Saint-Vincent - Verdun,48.819211549234495,2.254007756710053,17
266,Grand Prieuré - Crussol,48.864660627935,2.3692265531829,9
267,Claude Debussy - Marc Bloch,48.910388180512,2.3117771744728,35
268,Aristide Briand - Gare de Bagneux,48.79387269664978,2.321148812770844,9
269,Parc Roger Salengro,48.905303858642,2.31055945158,18
270,Seine - Flandre,48.886785741479684,2.3746193200349808,4
271,Hautpoul - Jean Jaurès,48.886393679436,2.3865414544355,4
272,Chemin Vert - Fraternité,48.877141208359035,2.4461565166711807,7
273,Laumière - Petit,48.88467368538326,2.380039058625698,7
274,Wilson - Métallurgie,48.909423010092326,2.3584435880184174,12
275,Madame de Sanzillon - Mozart,48.90379820774301,2.3187401890754704,15
276,Mairie du 7ème,48.8577967,2.3192664,16
277,Charonne - Faubourg Saint-Antoine,48.852191909696,2.3740932717919,28
278,Gare Routière de Saint Cloud,48.84288183896324,2.222245037555695,22
279,Gare Arcueil - Cachan,48.799824,2.328171,15
280,Raspail - Bac,48.855628721100935,2.3256602883338933,18
281,Gare RER de Gentilly,48.814280450380224,2.3410347104072575,12
282,Boyer - Ménilmontant,48.86889516267913,2.3919824145634565,0
283,Aristide Briand - Place de la Résistance,48.82124248401006,2.2511002421379094,17
284,Place Jean Ferrat,48.8184945213025,2.3744174838066106,0
285,Villiers de l'Isle Adam - Pyrénées,48.867362,2.396222,2
286,Saint Georges - d'Aumale,48.87778639599673,2.337429821491241,3
287,Stalingrad - Désiré Chevalier,48.85670169739857,2.445072233676911,1
288,Porte d'Ivry,48.82176874759649,2.3688706755638127,7
289,Saint-Jacques - Soufflot,48.8465255,2.343099,0
290,Victor Hugo - Ecoles,48.80476007936134,2.4180373930262093,17
291,Hôpital Bégin,48.84571672113014,2.4272462725639348,5
292,Belleville - Couronnes,48.868831082877,2.3809862136841,3
293,Charenton - Diderot,48.846171461187,2.3793068155646,12
294,Stephenson - Doudeauville,48.888537048944826,2.3561610281467438,10
295,Jules Ferry - Faubourg du Temple Paris,48.868397,2.3678933,16
296,Place de l'Édit de Nantes,48.88879,2.3785,6
297,Anatole France - Louise Michel,48.88873214926474,2.2881576418876652,24
298,Temple - Jean-Pierre Timbaud,48.86446597201,2.3660597205162,29
299,Guynemer - Séverine,48.83091743371036,2.2790706530213356,25
300,Jean Macé - Faidherbe,48.85337548426,2.3828620836139,18
301,Gaston Roussel - Commune de Paris,48.89432034553156,2.432552274419542,2
302,Bienfaisance - Place de Narvik,48.87660163459077,2.3129771277308464,7
303,Montgallet - Charenton,48.842647778701,2.3861649278137,12
304,Place Jacques Madaule,48.823933787309,2.2606918215752,13
305,Bourse du Travail,48.868976638826,2.3623438552022,10
306,Jacques Callot - Mazarine,48.85528017533187,2.337574325501919,12
307,Parmentier - Hôpital Saint-Louis,48.87137987425661,2.369896383666685,21
308,Richard Wallace - Place du 8 Mai 1945,48.87866794788021,2.2420343756675725,13
309,Faustin Hélie - Desbordes-Valmore,48.859403,2.276522,5
310,Quai aux Fleurs - Pont Saint-Louis,48.85291595620935,2.352195717394352,18
311,Porte de Vincennes,48.846454,2.415514,3
312,Flandre - Riquet,48.888013281448,2.3737595955229,0
313,Place de la Porte de Châtillon,48.8242469,2.3186306,5
314,Montreuil - Gonnet,48.850500564921,2.3890856287864,12
315,Dupleix - du Guesclin,48.85147910413369,2.296709530055523,38
316,Montgallet - Reuilly,48.844291,2.3896481,2
317,Varenne,48.8572026618033,2.315277121961117,7
318,Place des Ternes.,48.878438631226516,2.297727763652802,5
319,Ancien Canal - Hélène Brion,48.89484799296163,2.4188338592648506,2
320,Departement - Pajol,48.886674849730184,2.3613611608743668,6
321,Boulets - Voltaire,48.85218705621,2.3890301585197,10
322,Fragonard - Porte de Clichy,48.894155633419,2.3143893107772,34
323,Lacuée - Lyon,48.849268481958,2.3704585433006,13
324,Jardin d'Acclimatation,48.878772242510465,2.270772233605385,26
325,Gare Montparnasse - René Mouchotte,48.83920384329242,2.320883944630623,11
326,Charles de Gaulle - Jean Lolive,48.8932644350857,2.4126765131950383,7
327,Paul Vaillant Couturier - Chaptal,48.89347957618252,2.277525365352631,10
328,Place de la Fraternité,48.85716405838368,2.422847449779511,4
329,Vincent Auriol - Louise Weiss,48.834001935501,2.3703888058662,17
330,Gare de Laplace,48.80893199114179,2.3349460959434514,14
331,Bayen - Pereire,48.881804409079656,2.2921088710427284,4
332,Quai de la Loire - Jean Jaurès,48.88339733854529,2.371074522980134,1
333,Gare de Lyon - Roland Barthes,48.84395729494058,2.3790882155299187,52
334,Route de Sèvres - Porte de Bagatelle,48.87525984132485,2.249415814876557,49
335,Commandant Rivière,48.872933,2.309796,10
336,Gare de Pont-Cardinet,48.88713901475306,2.314494143994255,13
337,Bordier - Félix Faure,48.90390751882016,2.3830059170722966,21
338,Jussieu - Fossés Saint-Bernard,48.84718551002347,2.3534858599305153,30
339,Charonne - Avron,48.85160266522164,2.398403047037931,2
340,Félix Faure - Sadi Carnot,48.90812110228388,2.378623187541962,8
341,Square Cambronne,48.847566545259745,2.3025691509246826,53
342,Lemercier - Cardinet,48.890097168851746,2.317377626895905,6
343,18 juin 1940 - Buzenval,48.868807,2.185428,10
344,Porte de la Villette,48.89835196548483,2.386150136590004,3
345,Ouest - Château ,48.83617286014242,2.319392143923804,1
346,Place aux Étoiles,48.91835629408464,2.3523425683379173,13
347,Flandrin - Henri Martin,48.8643275,2.2724174,5
348,Alexandre Dumas - Voltaire,48.852888670365,2.3891476408096,14
349,Jean Colly - Tolbiac,48.827817291597846,2.3705490678548813,7
350,Pirogues de Bercy - Libourne,48.832308,2.38637,20
351,Place Jean-Baptiste Clément,48.81240466867336,2.3617091774940495,5
352,Verdun - Place Henri IV,48.870797375639214,2.2277003154158592,7
353,Picpus - Louis Braille,48.839988788912,2.4005256685521,25
354,Porte d'Auteuil,48.8479394142243,2.2608396783471107,13
355,Sarrette - Général Leclerc,48.825030852925,2.3264128693982,3
356,Dugommier,48.838811048815,2.3896577954292,24
357,Réunion - Avron,48.852566752033766,2.403928068708116,9
358,Bastille - Biscornet,48.851355779579,2.369220033288,58
359,Square des Saint-Simoniens,48.8701796,2.3967273,0
360,Petit - Manin,48.88650687534334,2.3938155401308374,2
361,Place des Marseillais,48.82663907252554,2.4059280753135686,10
362,Charenton - Wattignies,48.83667579640627,2.391795855555629,22
363,Gare Rosny-Bois-Perrier,48.88115023337061,2.480436824262142,32
364,Chanzy - Sud-Est,48.888912037698766,2.195632159709931,14
365,Jussieu - Guy de la Brosse,48.845665,2.355653,40
366,Gabrielle Josserand - Edouard Vaillant,48.90271566255436,2.3933270573616032,7
367,Square René Viviani - Montebello,48.851904891406384,2.347842156887055,20
368,Jean Lolive - Parc Stalingrad,48.89206174403158,2.4091735482215886,9
369,Courcelles - Place des Ternes,48.878199928923124,2.2992860188665043,6
370,Cambronne - Villa Croix Nivert,48.845847561366,2.3017574474216,19
371,Victor Hugo - Magasins Généraux,48.903281401126755,2.368072383105755,9
372,Gare Saint-Lazare - Cour du Havre,48.875674400851,2.3265598341823,18
373,Guichet - Jean Jaurès,48.905169868129036,2.3023840785026555,20
374,Evariste Galois,48.87308753734472,2.4133380129933357,6
375,Claude Bernard - Arbalète,48.83976676978202,2.347510904073715,12
376,Rapp - Place du Général Gouraud,48.858102885107,2.3004072904587,23
377,Edgar Quinet - Gaité,48.84116092896631,2.32459545135498,10
378,Place Carnot,48.85593932186797,2.441531717777252,8
379,Gravelle - Route du Bac,48.824407,2.418455,3
380,René Boulanger - Lancry,48.8685433,2.3600032,20
381,Ceinture du Lac Inferieure - Saint-Cloud,48.86218070933143,2.2617871686816216,14
382,Anatole France - Jean Lolive,48.8949922,2.4253764,5
383,Boyer-Barret - Raymond Losserand,48.83329880233322,2.3173383995890617,1
384,Piat - Parc de Belleville,48.87195626635528,2.384981390278095,6
385,Lagny - Joffre,48.84930687084088,2.417949736118317,4
386,Parc Monceau,48.881077914129,2.3095492646098,3
387,Porte d'Orléans,48.8227639,2.3249313,15
388,Place Falguière,48.83629973941847,2.3104464635252953,1
389,Vignerons - Minimes,48.841486,2.430793,8
390,Emeriau - Place de Brazzaville,48.850785261674964,2.2871585190296173,39
391,Ecole Militaire - Place Joffre,48.852060203582795,2.301799356937409,18
392,Gare d'Austerlitz - Quai Saint-Bernard,48.84369030864,2.3657163977623,0
393,Sommerard - Saint-Jacques,48.850310432924466,2.345015835298588,31
394,Tardieu - Chappe,48.884146759782,2.341845408082,0
395,Petites Ecuries - Faubourg Poissonnière,48.87397217237368,2.348388757504776,2
396,Gare de Bercy,48.839794573906,2.3826066032052,15
397,Pierre Ginier - Clichy,48.8867667,2.326228,2
398,Batignolles - Place de Clichy,48.88347453575669,2.326493114233017,4
399,Francoeur - Marcadet,48.89104123261663,2.340014585442034,2
400,Henri Chevreau - Couronnes,48.87033205312931,2.388777695596218,4
401,Pascal - Claude Bernard,48.839061952159746,2.3499782010912895,39
402,Place Valhubert,48.844182577315,2.3640366643667,33
403,Lamennais - Washington ,48.87352990026496,2.303444892168045,7
404,Lauriston - Copernic,48.86926,2.289918,1
405,Pierre Grenier - Pont de Billancourt,48.8258020742942,2.2487989068031315,6
406,Vasco de Gama,48.83671783466264,2.283664085650799,40
407,Bineau - Louise Michel,48.88666162206972,2.2843274474143986,9
408,Professeur René Leriche - Général Leclerc ,48.90782845483013,2.307887971401215,48
409,Bara - Henri Farman,48.833218027457846,2.2677567601203923,35
410,Carrefour Pleyel,48.92034156960326,2.3438543826341625,16
411,Navier - Epinettes,48.89587780769155,2.3226776719093327,0
412,Ledru-Rollin - Charonne,48.85345855607243,2.3772463581947094,29
413,Parc de Belleville - Julien Lacroix,48.8703459,2.3842214,6
414,Batignolles - Abel Truchet,48.88310390458221,2.323834749088381,2
415,Gare de l'Est - Verdun,48.87615605427147,2.360914908320552,4
416,Charenton - Place du Col Bourgoin,48.844867319554,2.3825789350545,14
417,Morice - Général Leclerc,48.90245471981591,2.3128929734230046,12
418,Lucien Sampaix - Récollets,48.874330377560476,2.3621229082345963,5
419,Place Jean Delay,48.823316,2.354336,2
420,Pont de Levallois-bécon ,48.8984179,2.2791311,18
421,Place Violet,48.84487893836502,2.2905756533145905,20
422,Jonquoy - Didot,48.82890454823947,2.31648076325655,2
